commonName,manufacturerAbbrev,impulseClass,type,diameter,length,totalWeightG,propWeightG,propInfo,avgThrustN,maxThrustN,burnTimeS,totImpulseNs,certOrg,availability,source_url
M900,Loki,M,reload,76,785,5530,3130,Loki Red,920,1060,6,5477,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/M900-LR/
M3000,Loki,M,reload,76,1038,7160,4350,Loki White,2946,4780,3,8838,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/M3000-LW/
N3800,Loki,N,reload,98,1016,11600,6125,Loki White,3851,4965,3.25,12500,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/N3800-LW/
I224,Cesaroni,I,reload,29,365,370,182.5,Classic,223.8,454.4,1.7,381.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/381I224-15A/
L935,Cesaroni,L,reload,54,649,2542,1567,Imax,933.8,1586,3.371,3147,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3147L935-P/
M1790,Cesaroni,M,reload,98,702,8273,4706,Skidmark,1786,2093,4.53,8089,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/8088M1790-P/
N2600,Cesaroni,N,reload,98,1010,11480,6618,Skidmark,2586,3048,4.28,11080,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/11077N2600-P/
N3400,Cesaroni,N,reload,98,1239,13970,8282,Skidmark,3403,3742,4.19,14260,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/14263N3400-P/
M1520,Cesaroni,M,reload,98,548,6718,2981,Blue Streak,1526,1825,4.97,7579,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7579M1520-P/
M1800,Cesaroni,M,reload,98,702,8342,4802,Blue Streak,1797,2241,5.49,9870,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/9870M1800-P/
N2850,Cesaroni,N,reload,98,1010,11690,6759,Blue Streak,2836,3377,4.85,13770,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/13767N2850-P/
N2900,Cesaroni,N,reload,98,1239,14170,8449,Classic,2868,4165,6.14,17610,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/17613N2900-P/
M1230,Cesaroni,M,reload,75,621,4844,2900,Imax,1230,1587,4.48,5507,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5506M1230-P/
M2150,Cesaroni,M,reload,75,893,6324,3835,Red Lightning,2147,2614,3.47,7455,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7455M2150-P/
M2045,Cesaroni,M,reload,75,893,6071,3547,Blue Streak,2047,2952,3.61,7388,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7388M2045-P/
M2050,AMW,M,reload,75,1039,7129,3870,Skidmark,2050,2554,3.31,6775,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/6774M2050-P/
J99,AeroTech,J,reload,54,231,899,556,Warp 9,92.4,151.9,10.2,945.2,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J99N/
J510,AeroTech,J,reload,38,584.2,1080,662,White Lightning,509.9,1042,2.27,1162,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J510W/
M1780,AeroTech,M,reload,75,665,4715,2560,New Blue Thunder,1859,3056,3.1,5783,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1780NT/
M1845,AeroTech,M,reload,98,597,6682,3772,Blue Thunder,1875,3081,4.43,8307,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1845NT/
N3300,AeroTech,N,reload,98,1046,12050,7512,Redline,3168,4301,4.37,14040,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/N3300R/
I120,Cesaroni,I,reload,54,143,623.2,263.1,Imax,122.2,152,4.12,501.8,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/502I120-15A/
M3100,Cesaroni,M,reload,75,757,5018,2903,White Thunder,3075,3709,1.99,6118,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6118M3100-P/
M1675,Cesaroni,M,reload,75,757,5223,3019,Pink,1674,2499,3.68,6162,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6162M1675-P/
M1590,Cesaroni,M,reload,75,893,6076,3590,Classic,1592,2499,4.74,7545,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7545M1590-P/
M2250,Cesaroni,M,reload,75,621,4415,2489,C-Star,2268,2960,2.41,5472,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5472M2250-P/
M1560,Cesaroni,M,reload,98,394,4977,2452,White Thunder,1562,1805,3.42,5342,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5342M1560-P/
M3400,Cesaroni,M,reload,98,702,8108,4452,White Thunder,3421,3983,2.92,9995,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/9994M3400-P/
N3800,Cesaroni,N,reload,98,1239,14260,8449,Blue Streak,3787,5097,4.65,17630,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/17631N3800-P/
N5800,Cesaroni,N,reload,98,1239,14830,9021,C-Star,5774,8035,3.49,20150,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/20146N5800-P/
L1290,AMW,L,reload,76,785,5399,2705,Skidmark,1291,1588,3.64,4701,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/4701L1290-P/
H159,Cesaroni,H,reload,29,320,342.8,176.6,Green3,158.9,199.7,1.88,298.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/298H159-15A/
K490,Cesaroni,K,reload,54,488,1854,1155,Green3,485.5,590.9,4.08,1978,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1990K490-16A/
M3700,Cesaroni,M,reload,75,803,5779,3019,White Thunder,3710,4158,1.83,6800,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6800M3700-P/
M2075,Cesaroni,M,reload,75,893,7191,3982,Smoky Sam,2075,3453,3.03,6287,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6287M2075-P/
K1000,AeroTech,K,reload,75,382.9,2602,1234,Blue Thunder,1066,1674,2.35,2512,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1000T/
H410,Cesaroni,H,reload,29,187,182.5,75.9,Vmax,409,522.8,0.41,167.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/168H410-14A/
I140,Cesaroni,I,reload,54,143,564.3,210.4,Skidmark,137.1,164,1.89,395.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/396I140-14A/
K400,Cesaroni,K,reload,54,404,1551,924.3,Green3,398.6,484.5,4.01,1597,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1597K400-14A/
K160,Cesaroni,K,reload,54,404,1472,772,Classic,157.9,282.5,9.66,1526,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1526K160-6/
K260,Cesaroni,K,reload,54,572,2047,1149,Classic,263.3,438.1,8.68,2285,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2285K260-P/
K300,Cesaroni,K,reload,54,649,2270,1266,Classic,304,561.8,8.38,2546,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2546K300-P/
N1975,Cesaroni,N,reload,98,1010,13250,8560,Green3,1975,2568,7.23,14270,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/14272N1975-P/
N10000,Cesaroni,N,reload,98,1010,9919,5200,Vmax,10220,11560,1.01,10350,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/10347N10000-P/
K375,AeroTech,K,reload,54,579,2106,1318,White Lightning/Warp 9,430.6,1372,5.78,2228,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K375NW/
K480,AeroTech,K,reload,54,579,2078,1292,White Lightning,545.3,1018,4.26,2273,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K480W/
H170,AeroTech,H,reload,38,191,330,182.5,Metalstorm,166.8,208,1.91,319.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H170M/
J340,AeroTech,J,reload,38,337,577.3,365,Metalstorm,354.1,605,1.836,651.7,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J340M/
K540,AeroTech,K,reload,54,401,1275,876.7,Metalstorm,557.4,854,2.85,1596,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K540M/
K350,RATT,K,hybrid,64,908,11660,1672,Tribrid: ABS/Alcohol/Nitrous,463,853,3.89,1861,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/K350TR-P/
K600,RATT,K,hybrid,64,908,14410,2266,Tribrid: ABS/Alcohol/Nitrous,561,1223,3.67,2170,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/K600TR-P/
L400,AeroTech,L,reload,98,443.9,5170,2696,White Lightning,379.1,770.2,12.24,4642,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L400W/
L1520,AeroTech,L,reload,75,517.9,3651,1854,Blue Thunder,1568,1765,2.36,3716,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1520T/
I170,AeroTech,I,reload,54,147.1,528,227,Mojave Green,171.8,207.3,2.4,418.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I170G/
H54,Cesaroni,H,reload,29,187,209,96.6,White,53.8,105,3.12,167.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/168H54-10A/
H135,Cesaroni,H,reload,29,231,251.2,119.8,White,135.1,171.8,1.6,216.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/217H135-12A/
I243,Cesaroni,I,reload,29,365,398.6,212.1,White,242.7,445.8,1.57,381.7,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/382I243-13A/
J270,Cesaroni,J,reload,38,367,654.8,376,Green3,270.8,238.3,2.4,650.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/650J270-13A/
J394,Cesaroni,J,reload,38,500,938.9,572.1,Green3,394.1,515.7,2.46,970.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/970J394-13A/
H110,Cesaroni,H,reload,38,186,325.3,152.6,White,109.3,127.5,2.47,269.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/269H110-14A/
I175,Cesaroni,I,reload,38,245,437.5,228.9,White,174.4,197.9,2.36,411.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/411I175-14A/
I242,Cesaroni,I,reload,38,303,549.9,305.2,White,242.1,284.7,2.264,548.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/548I242-15A/
J290,Cesaroni,J,reload,38,367,659.8,381.5,White,295.4,391.6,2.31,683.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/684J290-15A/
J354,Cesaroni,J,reload,38,421,778.2,457.8,White,354.7,521.8,2.31,818.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/819J354-16A/
I100,Cesaroni,I,reload,54,236,807,350.1,Red Lightning,98.5,358.4,6.23,613.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/614I100-17A/
J140,Cesaroni,J,reload,54,329,1280,680,White,142.9,221.8,8.47,1211,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1211J140-P/
K261,Cesaroni,K,reload,54,488,1932,1152,White,259.8,370.1,7.78,2021,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2021K261-P/
J430,Cesaroni,J,reload,54,236,799.8,384,White Thunder,432.4,546.8,1.9,821.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/821J430-18A/
J760,Cesaroni,J,reload,54,329,1077,576,White Thunder,757.7,937.3,1.67,1266,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1266J760-19A/
K940,Cesaroni,K,reload,54,404,1367,768,White Thunder,934.8,1121,1.75,1633,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1633K940-18A/
M2020,Cesaroni,M,reload,75,893,7032,4349,Imax,2022,2680,4.17,8429,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/8429M2020-P/
L820,Cesaroni,L,reload,75,486,3420,1760,Skidmark,819.9,984.8,3.59,2946,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2946L820-P/
M2080,Cesaroni,M,reload,75,1025,7040,4107,Skidmark,2082,2611,3.28,6827,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6827M2080-P/
M1545,Cesaroni,M,reload,75,1025,7878,4835,Green3,1547,1840,5.29,8187,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/8187M1545-P/
O3700,Cesaroni,O,reload,161,957,31350,17160,Skidmark,3654,4082,8.19,29920,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/29920O3700-P/
K1075,AMW,K,reload,54,728,2639,1259,Skidmark,1073,1607,2.09,2245,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/2245K1075-P/
M1290,Cesaroni,M,reload,98,548,7411,4295,White,1288,1562,5.94,7649,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7649M1290-P/
N1800,Cesaroni,N,reload,98,702,9180,5727,White,1760,2216,5.89,10370,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/10367N1800-P/
N2501,Cesaroni,N,reload,98,1010,13310,8496,White,2502,3892,6.09,15230,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/15227N2501-P/
K935,AMW,K,reload,54,403,1508,732,Wild Wolf,933.2,1073,1.7,1581,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1581K935-P/
K580,AMW,K,reload,54,491,1823,895,Tamed Tiger,579,1077,3.19,1852,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1852K580-P/
I350,AeroTech,I,SU,38,355.6,616,348,Redline,340,473,1.86,634.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I350R/
K740,Cesaroni,K,reload,54,404,1469,846.2,C-Star,740.1,883.9,2.53,1874,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1874K740-18A/
J244,Cesaroni,J,reload,54,236,911,472.1,White,244.3,270.3,3.55,867.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/867J244-14A/
K360,Cesaroni,K,reload,54,329,1232,708.2,White,363.6,405.5,3.52,1281,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1281K360-13A/
M840,Cesaroni,M,reload,75,879.3,6954,4249,White,837.9,2043,9,7521,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7521M840-P/
K555,Cesaroni,K,reload,75,350,2759,1407,White,555.1,646.7,4.33,2406,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2406K555-P/
L851,Cesaroni,L,reload,75,486,3789,2110,White,849.1,989.9,4.34,3683,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3683L851-P/
N3301,Cesaroni,N,reload,98,1239,16530,10660,White,3294,5076,5.86,19320,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/19318N3301-P/
I165,Cesaroni,I,reload,54,69,594,230.1,C-Star,162.6,190.5,3.19,512.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/518I165-17A/
O25000,Cesaroni,O,SU,132,1407,23560,14470,Vmax,23510,29280,1.31,30790,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/30795O25000-P/
H178,AeroTech,H,reload,38,191,324,177,Dark Matter,162,202,1.74,283,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H178DM/
I327,AeroTech,I,reload,38,337,628,354,Dark Matter,327,400,1.72,539,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I327DM/
K456,AeroTech,K,reload,54,401,1484,866,Dark Matter,438,534,2.89,1281,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K456DM/
L900,AeroTech,L,reload,75,665,4724,2472,Dark Matter,900,,4.4,3868,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L900DM/
K1103,AeroTech,K,reload,54,401,1459,830,Propellant X,1103,1780,1.6,1789,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1103X/
M1305,AeroTech,M,reload,98,597,7098,4080,Metalstorm,1406,2098,4.8,6891,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1305M/
M1075,AeroTech,M,reload,98,597,6971,3846,Dark Matter,1070,1330,5.2,5571,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1075DM/
L1040,AeroTech,L,reload,75,681,4717,2602,Dark Matter,992,1255,3.79,3769,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1040DM/
J453,Cesaroni,J,reload,38,500,964.3,585.5,White,452.7,725.3,2.24,1013,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1013J453-16A/
J316,Cesaroni,J,reload,38,367,607.1,256.3,Pink,315.1,448.7,2.08,654.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/654J316-17A/
L805,Cesaroni,L,reload,54,649,2503,1640,White,804.5,1634,3.52,2833,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2833L805-P/
K650,Cesaroni,K,reload,54,488,1710,1135,Pink,651.5,1355,3.07,1997,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1997K650-21A/
K2000,Cesaroni,K,reload,75,350,2465,1102,Vmax,2036,2481,1.14,2330,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2330K2000-P/
L3200,Cesaroni,L,reload,75,486,3264,1555,Vmax,3209,3723,1.03,3300,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3300L3200-P/
L645,Cesaroni,L,reload,75,486,3752,2072,Green3,644.8,776.6,5.3,3420,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3419L645-P/
K735,Cesaroni,K,reload,75,350,2509,1173,Skidmark,735.7,911,2.66,1955,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1955K735-P/
L910,Cesaroni,L,reload,75,350,2616,1270,C-Star,907.1,1086,3.15,2856,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2856L910-P/
L1350,Cesaroni,L,reload,75,486,3571,1905,C-Star,1350,1673,3.16,4263,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4263L1350-P/
K661,Cesaroni,K,reload,75,350,2528,1182,Blue Streak,660.5,761.3,3.68,2430,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2430K661-P/
L1050,Cesaroni,L,reload,75,486,3448,1774,Blue Streak,1046,1208,3.56,3727,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3727L1050-P/
N2540,Cesaroni,N,reload,98,1239,16280,10700,Green3,2543,2915,7.04,17910,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/17907N2540-P/
M1830,Cesaroni,M,reload,75,621,4524,2542,C-Star,1827,2342,3.07,5604,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5604M1830-P/
M1401,Cesaroni,M,reload,75,757,5774,3508,White,1396,1670,4.49,6268,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6268M1401-P/
M1160,Cesaroni,M,reload,75,757,5698,3454,Green3,1160,1382,5.07,5880,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5880M1160-P/
M2245,Cesaroni,M,reload,75,1025,8182,5074,Imax,2326,3357,4.29,9977,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/9977M2245-P/
N2200,Cesaroni,N,reload,98,1010,11360,6122,Pink,2174,2879,5.55,12070,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/12066N2200-P/
I125,Cesaroni,I,reload,38,367,647,335,White,128.5,294.3,4.41,566.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/567I125-10A/
M6400,Cesaroni,M,reload,98,702,7919,4175,Vmax,6365,7238,1.36,8634,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/8634M6400-P/
O3400,Cesaroni,O,reload,98,1239,16840,10930,Imax,3417,4750,6.16,21060,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/21062O3400-P/
M685,AeroTech,M,reload,75,935.9,7008,4320,White Lightning,657,1517,11.5,7561,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M685W/
H135,AeroTech,H,SU,29,216,212,82,White Lightning,115.9,159.9,1.95,225.8,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-H135W/
H195,AeroTech,H,SU,29,203,197,115,New Blue Thunder,206.7,247.2,1.14,236.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-H195NT/
N5600,Cesaroni,N,reload,98,1010,11280,6363,White Thunder,5636,6789,2.42,13630,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/13628N5600-P/
I140,AeroTech,I,SU,38,202.7,356,183,White Lightning,140,181,2.4,336,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-I140W/
I280,AeroTech,I,SU,38,356.4,616,355,Dark Matter,280,386,1.9,561,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-I280DM/
J270,AeroTech,J,SU,38,356.4,642,381,White Lightning,270,356,2.6,703,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-J270W/
H115,AeroTech,H,SU,29,203,205,113,Dark Matter,115,126,1.5,172,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-H115DM/
I500,AeroTech,I,SU,38,356,576,312,Blue Thunder,500,613,1.24,620,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-I500T/
L1365,AeroTech,L,reload,75,665,4908,2648,Metalstorm,1365,1735,3.5,4780,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1365M/
L1250,AeroTech,L,reload,75,801,5647,2565,Dark Matter,1254,2042,3.7,4374,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1250DM/
N2220,AeroTech,N,reload,98,1046,12000,7183,Dark Matter,2199,4472,5.4,10660,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/N2220DM/
H182,AeroTech,H,SU,29,203,207,115,Redline,182,192,1.2,218,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-H182R/
I205,AeroTech,I,SU,29,305,315,188,White Lightning,205,253,1.7,345,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-I205W/
H45,AeroTech,H,SU,38,203,365,180,White Lightning,45,87,6,320,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-H45W/
J425,AeroTech,J,SU,38,356,631,364,Redline,417.6,473.3,1.63,680.3,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-J425R/
I65,AeroTech,I,SU,54,218,752,377,White Lightning,80.16,145,7.92,635,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-I65W/
K535,AeroTech,K,SU,54,358,1264,745,White Lightning,535,655,2.8,1434,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-K535W/
L1000,AeroTech,L,SU,54,635,2194,1400,White Lightning,1000,1261,2.7,2714,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/HP-L1000W/
H42,Cesaroni,H,reload,29,231,242,105.5,Mellow,42.2,83.5,4.41,186,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/186H42-10A/
H53,Cesaroni,H,reload,29,276,286,131.9,Mellow,52.7,101.8,4.44,234.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/234H53-12A/
I55,Cesaroni,I,reload,38,245,437,223.8,Mellow,55.2,94.5,7.51,394.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/395I55-9A/
J94,Cesaroni,J,reload,38,367,660,372.9,Mellow,94.4,172.5,6.82,644,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/644J94-P/
J150,Cesaroni,J,reload,38,500,951,567.7,Mellow,148.4,343.2,6.4,949.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/949J150-P/
L265,Cesaroni,L,reload,54,649,2481,1603,Mellow,266.8,471.1,9.91,2645,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2645L265-P/
K520,Cesaroni,K,reload,54,404,1576,944,White,520.2,619.2,3.29,1711,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1711K520-17A/
K600,Cesaroni,K,reload,54,488,1892,1180,White,600.3,799.7,3.55,2130,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2130K600-17A/
K711,Cesaroni,K,reload,54,572,2198,1398,White,710.4,1701,3.35,2377,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2377K711-18A/
J145,Cesaroni,J,reload,54,236,837,417,Skidmark,143.7,505.3,4.87,699.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/699J145-19A/
M1101,Cesaroni,M,reload,75,621,4938,2993,White,1111,1475,4.68,5198,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5198M1101-P/
